"","dates","jday","longitude","latitude","elevation","tm","max_temperature","min_temperature","precipitation","rh","solar","wind"
"1",1979-01-01,1,-46.5625,-23.573299407959,666,22.657,26.411,18.903,21.56410242,90.6031402912787,28.64952828,2.23651231664433
"2",1979-01-02,2,-46.5625,-23.573299407959,666,21.668,25.117,18.219,10.23273468,93.1032948407736,24.5151585,1.40017791525248
"3",1979-01-03,3,-46.5625,-23.573299407959,666,22.226,26.147,18.305,11.83090212,91.6944020621595,25.53316848,1.83980238962895
"4",1979-01-04,4,-46.5625,-23.573299407959,666,17.9365,20.038,15.835,2.569771584,96.8988711092879,5.4897156,2.84185584949923
"5",1979-01-05,5,-46.5625,-23.573299407959,666,16.8855,20.098,13.673,0.2145768912,89.8772177138326,17.9874603,2.96538950089539
"6",1979-01-06,6,-46.5625,-23.573299407959,666,15.9075,20.408,11.407,0.0034332264,83.8625156499769,32.12758782,3.19969342289671
"7",1979-01-07,7,-46.5625,-23.573299407959,666,16.1105,19.249,12.972,0.5390169984,87.7003091699853,25.5278835,3.43701208519494
"8",1979-01-08,8,-46.5625,-23.573299407959,666,17.7375,21.079,14.396,1.740646188,86.7353593410796,28.79280288,3.11220150930142
"9",1979-01-09,9,-46.5625,-23.573299407959,666,17.1615,20.796,13.527,0.6402961224,88.2042767445997,27.89297397,3.28364951533033
"10",1979-01-10,10,-46.5625,-23.573299407959,666,16.5365,22.18,10.893,0.061798068,85.8494668767397,31.25879928,2.57248513565416
"11",1979-01-11,11,-46.5625,-23.573299407959,666,18.1815,21.49,14.873,1.6874317224,89.1139434801652,24.30140562,2.39320169039452
"12",1979-01-12,12,-46.5625,-23.573299407959,666,16.9985,18.002,15.995,5.492309832,96.9642702144571,3.0504942,2.44563357025714
"13",1979-01-13,13,-46.5625,-23.573299407959,666,18.793,21.838,15.748,0.3810882384,89.1062527251076,26.45150508,3.81170576832591
"14",1979-01-14,14,-46.5625,-23.573299407959,666,18.684,21.586,15.782,0.7141119336,86.8409249424178,25.66018422,3.49047522306525
"15",1979-01-15,15,-46.5625,-23.573299407959,666,19.2225,22.9,15.545,0.964737144,86.0036116715078,25.46465238,2.95491405129512
"16",1979-01-16,16,-46.5625,-23.573299407959,666,18.7215,21.391,16.052,0.8874898704,90.0980608279435,18.26903664,3.25287904879926
"17",1979-01-17,17,-46.5625,-23.573299407959,666,19.1905,23.024,15.357,0.7106781168,89.2354594970434,18.73883826,3.17393108852963
"18",1979-01-18,18,-46.5625,-23.573299407959,666,19.235,22.018,16.452,1.140690096,90.7511927024905,16.51269069,2.88523062059316
"19",1979-01-19,19,-46.5625,-23.573299407959,666,17.845,19.116,16.574,2.103709644,95.2364461438425,6.23340207,2.98630656877541
"20",1979-01-20,20,-46.5625,-23.573299407959,666,17.9575,18.523,17.392,11.38114836,98.0671120131111,2.30298678,2.85186576408083
"21",1979-01-21,21,-46.5625,-23.573299407959,666,17.3655,18.328,16.403,8.696369628,97.8057351139634,2.910376908,2.85131509087439
"22",1979-01-22,22,-46.5625,-23.573299407959,666,17.1345,18.368,15.901,2.631567132,95.992713962112,7.97158458,3.29118159123319
"23",1979-01-23,23,-46.5625,-23.573299407959,666,19.097,22.666,15.528,1.1466984312,88.5373901100686,27.14096448,3.24145340268324
"24",1979-01-24,24,-46.5625,-23.573299407959,666,19.4685,25.549,13.388,0.017166132,85.2706114587886,31.10952303,2.0782116868778
"25",1979-01-25,25,-46.5625,-23.573299407959,666,22.4015,27.302,17.501,19.378853496,89.9389932669962,30.57868368,1.69707079681202
"26",1979-01-26,26,-46.5625,-23.573299407959,666,22.1535,26.988,17.319,4.65545196,86.3831932279945,31.2516549,1.69167107557482
"27",1979-01-27,27,-46.5625,-23.573299407959,666,21.7555,27.205,16.306,9.125523,83.8278217964498,31.13600418,2.49295164667058
"28",1979-01-28,28,-46.5625,-23.573299407959,666,21.433,24.489,18.377,1.9912713264,86.6652778645733,21.35064132,4.35055919845365
"29",1979-01-29,29,-46.5625,-23.573299407959,666,18.1165,20.237,15.996,32.5160928,96.7351643919505,1.715174892,3.05019831003867
"30",1979-01-30,30,-46.5625,-23.573299407959,666,17.767,21.903,13.631,1.112365692,90.1413233207605,24.00496578,2.46168068165806
"31",1979-01-31,31,-46.5625,-23.573299407959,666,16.347,19.042,13.652,0.45661968,91.1332263419096,13.48953174,2.83351813968133
"32",1979-02-01,32,-46.5625,-23.573299407959,666,17.2685,18.947,15.59,1.471138236,95.3801811374696,6.09553773,2.96622402021036
"33",1979-02-02,33,-46.5625,-23.573299407959,666,19.0555,20.569,17.542,1.96895592,96.20937129705,5.63681124,2.73493031962607
"34",1979-02-03,34,-46.5625,-23.573299407959,666,21.0315,24.168,17.895,0.8428570992,90.4754885164585,20.4820326,2.72128926428477
"35",1979-02-04,35,-46.5625,-23.573299407959,666,20.3365,22.791,17.882,5.428792692,92.1129886411177,18.443026872,1.68935010074836
"36",1979-02-05,36,-46.5625,-23.573299407959,666,18.7275,21.44,16.015,15.021227988,95.9194227283987,13.92699798,1.09668175430673
"37",1979-02-06,37,-46.5625,-23.573299407959,666,21.794,26.312,17.276,4.625417592,90.6279336826764,23.462206992,1.14895396573019
"38",1979-02-07,38,-46.5625,-23.573299407959,666,24.1095,30.326,17.893,0.0034332264,82.6208539588636,30.76650216,2.30431123985897
"39",1979-02-08,39,-46.5625,-23.573299407959,666,22.5745,29.287,15.862,0.0034332264,80.0391016732303,30.563487,2.36703206407849
